28,416178,5838,2521
28,1913360,12657,5402
28,113474,1337,603
28,955540,6633,2779
28,1247536,8375,3499
28,363460,4264,1921
28,255820,3122,1401
28,396402,5270,2293
28,486828,6491,2792
28,2599176,17227,7341
28,234284,2976,1286
28,366730,4652,2002
28,1412512,9301,3987
28,2742164,18192,7732
28,254022,3506,1543
28,912740,5831,2468
28,565822,7651,3301
28,2203528,14534,6245
28,120886,1337,603
28,120886,1337,603
28,2932652,19546,8330
28,783688,5218,2223
28,892814,12063,5267
28,293844,3668,1616
28,694014,9078,3911
28,3160064,20684,9091
28,2900544,19198,8247
28,904556,5975,2520
28,964616,6345,2711
28,1424264,9230,3974
28,671336,8423,3655
28,2037188,13425,5718
28,1438616,9432,4011
28,417756,5426,2308
28,101470,1124,532
28,44004,491,227
28,1024940,6630,2855
28,879624,5777,2477
28,788178,10212,4434
28,583062,7411,3272
28,919162,12653,5382
28,352462,4783,2077
28,1920740,12945,5477
28,834528,5546,2427
28,486698,6380,2774
28,725640,9649,4130
28,176364,2094,924
28,1375768,9582,4022
28,2469,19,13
28,711540,9333,4008
28,101666,1124,532
28,101686,1124,532
28,2454,19,13
28,3136768,21201,9044
28,2628636,17516,7451
28,170292,1985,891
28,2175056,15192,6429
28,1514160,10327,4474
28,2031704,14075,5996
28,1725608,11866,5045
28,1947932,12892,5525
28,500286,6289,2852
28,512332,6401,2896
28,2249788,15607,6573
28,1478060,10200,4374
28,893138,11379,4925
28,1878900,12702,5390
28,644330,8607,3725
28,118270,1337,603
28,2699900,17958,7629
28,923060,11033,4955
28,463688,6197,2652
28,867556,5457,2415
28,2495448,16726,7133
28,886688,5906,2538
28,642806,8181,3560
28,661102,8098,3597
28,192458,2587,1128
28,143398,2090,873
28,2869240,18654,8005
28,1559828,9645,4277
28,885732,5907,2539
28,615648,7489,3348
28,3138664,19945,8876
28,537072,6983,3044
28,507718,6435,2794
28,668464,4836,2074
28,2094896,13739,5919
28,1073360,7166,3121
28,735314,9488,4137
28,307546,3884,1728
28,3709084,24391,10565
28,765536,10536,4501
28,735904,8905,4021
28,1474856,9991,4219
28,1906876,12882,5480
28,2263964,14989,6472
28,799070,10664,4534
28,2862456,18706,8065
28,836536,10619,4606
28,1274288,9030,3827
28,1156132,15203,6422
28,2192148,14449,6146
28,2300064,15029,6473
28,1739556,11792,4975
28,1694676,11582,4931
28,1840256,12339,5233
28,101622,1124,532
28,2530840,16758,7197
28,2247336,14994,6460
28,2664264,17579,7546
28,2626872,17605,7475
28,1087284,7326,3120
28,1123100,7839,3324
28,2021892,13646,5807
28,1637480,10813,4688
28,113910,1337,603
28,2114320,13341,5881
28,765020,9777,4272
28,2994812,19849,8453
28,2921772,19234,8223
28,164924,2058,887
28,577024,7183,3214
28,2659908,17817,7595
28,228456,2927,1302
28,2498928,16632,7115
28,99720,1094,484
28,617080,4187,1794
28,134516,1818,776
28,431356,5575,2387
28,490740,6343,2765
28,486570,6198,2673
28,457938,6037,2571
28,1536444,10522,4494
28,204210,2393,1078
28,193916,2388,1076
28,264544,3345,1457
28,2082208,13648,5947
28,1150056,8420,3544
28,895028,5958,2543
28,1029736,6745,2921
28,660216,8349,3605
28,318324,3924,1745
28,2504,19,13
28,1513460,10649,4475
28,2417716,16005,6851
28,1412264,9899,4128
28,1737448,11160,4881
28,104836,1149,544
28,114326,1337,603
28,472148,5999,2651
28,75536,987,411
28,1452284,9826,4131
28,201816,2464,1079
28,115868,1353,612
28,256708,2943,1322
28,3353956,21386,9238
28,1831352,12599,5376
28,345410,4452,1962
28,99300,1090,490
28,113064,1349,609
28,2805596,18995,8261
28,104106,1154,546
28,2252336,15373,6495
28,606498,7692,3319
28,270008,3172,1458
28,318508,3805,1688
28,459770,5713,2516
28,2220528,14485,6274
28,501142,6457,2766
28,222944,2830,1273
28,102540,1133,535
28,3746372,25710,10950
28,383274,4676,2120
28,830212,10810,4676
28,1644908,11288,4842
28,745918,9562,4170
28,167076,2075,922
28,497868,3655,1531
28,458868,5728,2537
28,1244492,7883,3390
28,607278,7761,3340
28,734280,8907,4022
28,377516,4505,2027
28,2484,21,15
28,223592,2574,1175
28,3350748,21189,9214
28,2466228,15722,6799
28,337462,4325,1961
28,2091488,13687,5990
28,808216,5484,2315
28,467526,5861,2542
28,2167280,13862,6024
28,4333936,28071,12029
28,417716,5273,2315
28,313950,4317,1816
28,202456,2764,1208
28,2008636,13946,5856
28,779198,10308,4413
28,1473912,19031,8180
28,2472424,16324,6973
28,101646,1124,532
28,536564,3636,1520
28,393624,5087,2182
28,611022,8154,3467
28,2828644,18489,7960
28,169410,1972,873
28,108950,1219,589
28,103040,1144,541
28,105292,1175,567
28,176310,2067,954
28,170620,1987,901
28,2198432,14568,6172
28,104504,1166,550
28,173328,2022,922
28,115988,1355,604
28,683844,9174,3974
28,2422572,15763,6794
28,98728,1077,477
28,113750,1346,608
28,2425,19,13
28,1360548,8497,3694
28,1560916,10423,4459
28,2311260,15185,6461
28,580552,7486,3270
28,1125056,14791,6269
28,446630,5956,2640
28,876272,10531,4748
28,745828,5045,2148
28,2928392,19378,8417
28,905848,11531,5036
28,2517836,17732,7455
28,411784,5060,2257
28,1493164,9869,4286
28,624024,4150,1807
28,7074900,45292,19877
28,1053940,14327,6155
28,1336022,17707,7689
28,1183436,7775,3375
28,751726,9714,4263
28,1616344,10296,4478
28,114922,1337,603
28,1708696,11408,4885
28,295724,2190,917
28,684788,8836,3853
28,1979692,13477,5729
28,1029784,6871,2935
28,322384,4026,1786
28,391900,4844,2116
28,49738,579,265
28,196400,2381,1073
28,269588,3218,1493
28,1618872,10895,4619
28,117120,1365,618
28,2452088,16582,7099
28,2699,23,17
28,112832,1328,588
28,3017236,20099,8638
28,164054,1901,848
28,2528296,16644,7150
28,2140080,14320,6099
28,2587440,17343,7397
28,1852532,12537,5339
28,560268,4321,1807
28,2687480,17828,7583
28,57888,699,313
28,131482,1442,655
28,101186,1120,518
28,101112,1121,518
28,356412,4523,1927
28,516420,6564,2853
28,3013364,20157,8546
28,2338836,14632,6526
28,1185664,15775,6773
28,220436,2874,1274
28,1007880,6818,2855
28,101566,1124,532
28,2420,19,13
28,101606,1124,532
28,1031144,6934,2998
28,447294,6196,2718
28,243196,2929,1298
28,335206,4443,1933
28,407672,5337,2260
28,2598048,16501,7199
28,1683808,10673,4649
28,115218,1337,603
28,286028,3872,1671
28,748684,8991,3983
28,2115548,14538,6180
28,2409196,15762,6903
28,1083472,7232,3091
28,1249468,8494,3668
28,620946,8403,3601
28,83004,957,463
28,355780,4928,2159
28,767856,9493,4110
28,157490,2047,868
28,691356,4577,1952
28,3058704,20007,8624
28,1998480,13258,5657
28,1402304,9636,4082
28,2278252,14499,6233
28,1810016,11584,5071
